City_ID,City_Weather,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
428,428,Jan Kempdorp,ZA,-27.9225,24.8305,71.53,28,100,9.78,overcast clouds
429,429,Cap Malheureux,MU,-19.9842,57.6142,68.47,75,25,3.0,scattered clouds
430,430,El Sauzal,MX,31.9,-116.6833,68.41,82,37,7.99,scattered clouds
431,431,Kloulklubed,PW,7.0419,134.2556,82.9,69,100,12.03,overcast clouds
432,432,Paramonga,PE,-10.6667,-77.8333,63.54,82,18,9.26,few clouds
433,433,Ornskoldsvik,SE,63.2909,18.7153,49.15,93,100,17.27,overcast clouds
434,434,Wadi Maliz,TN,36.4681,8.5495,74.86,61,100,2.68,light rain
435,435,Puerto Baquerizo Moreno,EC,-0.9,-89.6,68.99,83,75,14.97,broken clouds
436,436,Camacha,PT,33.0833,-16.3333,67.42,83,40,11.5,scattered clouds
437,437,Ouegoa,NC,-20.35,164.4333,79.93,64,98,14.88,overcast clouds
438,438,Shihezi,CN,44.3,86.0333,49.6,64,100,4.18,overcast clouds
439,439,Srivardhan,IN,18.0333,73.0167,76.77,89,100,2.89,overcast clouds
440,440,Cabanas,CU,22.9758,-82.9219,80.01,84,89,12.46,overcast clouds
441,441,Puerto Colombia,CO,10.9878,-74.9547,84.29,75,19,8.93,few clouds
442,442,Manggar,ID,-2.8833,108.2667,75.81,93,100,5.95,moderate rain
443,443,Belen,TR,36.4891,36.2233,53.74,82,0,4.61,clear sky
444,444,Benton Harbor,US,42.1167,-86.4542,68.32,51,0,3.44,clear sky
445,445,Tumsar,IN,21.3833,79.7333,72.88,97,100,2.93,overcast clouds
446,446,Skjervoy,NO,70.0311,20.9714,48.2,82,100,13.56,overcast clouds
447,447,Kingaroy,AU,-26.5333,151.8333,64.33,55,64,13.94,broken clouds
448,448,Eirunepe,BR,-6.6603,-69.8736,73.85,91,40,1.21,scattered clouds
449,449,Belgrade,RS,44.804,20.4651,57.33,76,0,5.75,clear sky
450,450,Shaunavon,CA,49.6501,-108.4181,71.38,25,2,16.6,clear sky
451,451,Fukue,JP,32.6881,128.8419,64.44,62,100,21.25,overcast clouds
452,452,Porto Novo,BJ,6.4965,2.6036,80.42,86,82,3.6,broken clouds
453,453,Nome,US,64.5011,-165.4064,32.16,80,100,3.44,overcast clouds
454,454,Nioro,GM,13.35,-15.75,77.52,86,91,2.68,overcast clouds
455,455,Gurun,MY,5.8172,100.4738,78.73,92,66,1.97,broken clouds
456,456,Damaturu,NG,11.747,11.9608,81.68,39,9,5.66,clear sky
457,457,Kavieng,PG,-2.5744,150.7967,83.59,64,35,7.49,scattered clouds
458,458,Hornepayne,CA,49.2138,-84.7705,41.25,68,76,10.54,broken clouds
459,459,Margate,GB,51.3813,1.3862,54.7,67,5,1.99,clear sky
460,460,Goderich,CA,43.7501,-81.7165,53.91,62,28,5.75,scattered clouds
461,461,Marsh Harbour,BS,26.5412,-77.0636,82.44,73,9,10.31,light rain
462,462,Pierre,US,44.3683,-100.351,79.72,30,0,8.05,clear sky
463,463,Luzhou,CN,28.8724,105.4405,58.39,86,100,0.4,overcast clouds
464,464,Phon,TH,15.816,102.5998,67.62,84,98,7.56,overcast clouds
465,465,Hukuntsi,BW,-24.0,21.75,72.34,15,38,12.48,scattered clouds
466,466,Lola,GN,7.8,-8.5333,70.14,91,9,2.48,clear sky
467,467,Mailsi,PK,29.8003,72.1758,73.29,78,0,5.44,clear sky
468,468,Mana,GF,5.6592,-53.7767,78.4,92,38,9.24,moderate rain
469,469,Sisimiut,GL,66.9395,-53.6735,32.02,77,100,7.05,overcast clouds
470,470,Samarai,PG,-10.6167,150.6667,82.06,76,32,10.58,scattered clouds
471,471,Pacifica,US,37.6138,-122.4869,86.41,77,20,10.36,few clouds
472,472,Atar,MR,20.5169,-13.0499,92.46,23,64,4.7,broken clouds
473,473,Magistralnyy,RU,56.1725,107.4458,34.7,92,100,1.99,light snow
474,474,Bubaque,GW,11.2833,-15.8333,81.73,73,34,4.21,scattered clouds
475,475,Teguldet,RU,57.3064,88.1667,43.9,82,100,13.38,overcast clouds
476,476,Domoni,KM,-12.2569,44.5319,73.81,81,1,5.93,clear sky
477,477,Evensk,RU,61.95,159.2333,25.83,68,80,4.16,broken clouds
478,478,Ha Tinh,VN,18.3333,105.9,68.67,78,97,5.95,overcast clouds
479,479,Ucluelet,CA,48.9329,-125.5528,61.09,83,100,4.0,overcast clouds
480,480,Port Augusta,AU,-32.5,137.7667,71.44,23,100,15.95,overcast clouds
481,481,Orlik,RU,52.5178,99.825,33.35,90,100,3.4,overcast clouds
482,482,Ardakan,IR,32.31,54.0175,69.87,13,0,5.86,clear sky
483,483,Shingu,JP,33.7333,135.9833,63.14,59,96,6.35,overcast clouds
484,484,Codrington,AU,-38.2667,141.9667,59.74,69,93,13.62,overcast clouds
485,485,Shahr-E Babak,IR,30.1165,55.1186,59.32,16,0,3.8,clear sky
486,486,Lasa,IT,46.6166,10.7002,56.28,82,81,3.06,broken clouds
487,487,Limulunga,ZM,-15.0969,23.1376,74.26,23,2,10.58,clear sky
488,488,Aksarka,RU,66.5606,67.7975,39.25,89,100,18.05,overcast clouds
489,489,Tessalit,ML,20.1986,1.0114,85.35,17,51,11.34,broken clouds
490,490,Bukachacha,RU,52.9833,116.9167,32.81,64,20,2.48,few clouds
491,491,Amravati,IN,20.9333,77.75,72.12,96,100,2.91,overcast clouds
492,492,Eganville,CA,45.5334,-77.0994,42.42,58,63,1.54,broken clouds
493,493,San Quintin,MX,30.4833,-115.95,71.26,75,14,11.92,few clouds
494,494,Ridgecrest,US,35.6225,-117.6709,89.46,18,0,3.44,clear sky
495,495,Gisborne,NZ,-38.6533,178.0042,65.28,47,48,8.28,scattered clouds
496,496,Comodoro Rivadavia,AR,-45.8667,-67.5,66.06,24,0,16.11,clear sky
497,497,Puerto Carreno,CO,6.189,-67.4859,82.38,78,75,2.3,broken clouds
498,498,Hammerfest,NO,70.6634,23.6821,45.05,81,0,2.3,clear sky
499,499,Bandarbeyla,SO,9.4942,50.8122,76.95,89,64,14.7,broken clouds
500,500,Lakes Entrance,AU,-37.8811,147.981,56.59,55,99,4.32,overcast clouds
501,501,Rairangpur,IN,22.2676,86.1751,73.26,94,61,4.56,broken clouds
502,502,Tevriz,RU,57.509,72.4042,48.76,78,100,10.02,overcast clouds
503,503,Vinh,VN,18.6667,105.6667,69.03,75,96,5.26,overcast clouds
504,504,Biak,ID,-0.9131,122.8766,76.37,82,100,2.26,overcast clouds
505,505,Baykit,RU,61.67,96.37,40.17,98,100,4.76,overcast clouds
506,506,Imeni Poliny Osipenko,RU,52.4201,136.4853,34.56,67,100,12.84,overcast clouds
507,507,La Macarena,CO,2.1837,-73.7849,77.11,82,86,2.98,overcast clouds
508,508,Andenes,NO,69.3143,16.1194,46.92,87,40,11.5,scattered clouds
509,509,Fort Payne,US,34.4442,-85.7197,71.31,47,1,4.83,clear sky
510,510,Yerbogachen,RU,61.2767,108.0108,33.01,96,100,5.37,overcast clouds
511,511,Aykhal,RU,66.0,111.5,24.46,98,94,7.07,overcast clouds
512,512,Alihe,CN,50.5667,123.7167,32.76,61,2,3.27,clear sky
513,513,Cockburn Town,TC,21.4612,-71.1419,80.56,78,40,12.66,scattered clouds
514,514,Tsnori,GE,41.6209,45.9694,60.87,63,32,6.78,scattered clouds
515,515,Lorengau,PG,-2.0226,147.2712,83.44,61,60,7.56,broken clouds
516,516,Itarema,BR,-2.9248,-39.9167,78.57,80,35,13.67,scattered clouds
517,517,Pinheiro Machado,BR,-31.5783,-53.3811,49.05,81,96,9.44,overcast clouds
518,518,Lakhi,PK,27.8496,68.6994,73.29,83,0,0.0,haze
519,519,Wajima,JP,37.4,136.9,64.0,59,76,29.93,broken clouds
520,520,Nyurba,RU,63.2842,118.3319,25.11,97,100,2.95,overcast clouds
521,521,Turinsk,RU,58.0458,63.696,46.06,83,100,7.52,overcast clouds
522,522,Vredendal,ZA,-31.6683,18.5012,61.81,79,93,6.85,overcast clouds
523,523,Tibagi,BR,-24.5094,-50.4136,63.57,92,100,7.56,light rain
524,524,Marathon,US,44.9,-89.7668,63.64,54,0,9.22,clear sky
525,525,Taoudenni,ML,22.6783,-3.9836,91.26,20,24,9.78,few clouds
526,526,Slonim,BY,53.0867,25.3219,41.41,86,34,7.74,scattered clouds
527,527,Bucerias,MX,20.75,-105.3333,89.98,71,8,3.15,clear sky
528,528,Necochea,AR,-38.5473,-58.7368,52.2,58,18,18.68,few clouds
529,529,Lesosibirsk,RU,58.2358,92.4828,42.93,84,100,10.83,overcast clouds
530,530,Yinchuan,CN,38.4681,106.2731,45.63,18,1,4.7,clear sky
531,531,Nanortalik,GL,60.1432,-45.2371,37.65,91,99,4.99,light rain
532,532,Quezon,PH,7.7303,125.0989,74.28,96,99,0.63,overcast clouds
533,533,Alice Springs,AU,-23.7,133.8833,72.95,15,94,10.36,overcast clouds
534,534,Ljungby,SE,56.8332,13.9408,50.41,86,100,13.73,overcast clouds
535,535,Santa Maria,BR,-29.6842,-53.8069,52.9,100,100,8.05,overcast clouds
536,536,Develi,TR,38.3906,35.4922,42.15,74,2,0.94,clear sky
537,537,Krasnoselkup,RU,65.7,82.4667,37.53,97,100,12.71,light rain
538,538,Almeirim,BR,-1.5233,-52.5817,82.67,63,61,6.73,heavy intensity rain
539,539,Panzhihua,CN,26.5851,101.7128,58.44,90,100,0.83,overcast clouds
540,540,Bauchi,NG,10.5,10.0,73.87,72,38,3.51,scattered clouds
541,541,Piacabucu,BR,-10.4056,-36.4344,77.38,78,96,10.16,overcast clouds
542,542,Sobolevo,RU,54.4299,31.8996,38.88,88,0,3.27,clear sky
543,543,Kyra,RU,49.5776,111.9753,32.38,55,96,3.62,overcast clouds
544,544,Mayumba,GA,-3.432,10.6554,76.17,91,75,4.54,broken clouds
545,545,Usinsk,RU,65.9939,57.5281,39.36,80,100,22.03,overcast clouds
546,546,Jiazi,CN,22.8779,116.067,66.96,58,49,13.8,scattered clouds
547,547,Yar-Sale,RU,66.8333,70.8333,38.64,90,94,15.21,overcast clouds
548,548,Chiang Khong,TH,20.2613,100.4046,65.03,97,69,2.26,broken clouds
549,549,Svetlaya,RU,46.5389,138.3297,51.75,80,14,12.93,few clouds
550,550,North Bend,US,43.4065,-124.2243,65.91,91,75,18.41,broken clouds
551,551,Malasin,PH,16.3045,121.1062,72.14,97,86,1.99,overcast clouds
552,552,Wixom,US,42.5248,-83.5363,64.4,58,20,3.44,few clouds
553,553,Zalantun,CN,48.0,122.7167,35.65,45,9,6.69,clear sky
554,554,Khorinsk,RU,52.1657,109.7726,29.91,64,91,1.39,overcast clouds
555,555,Marienburg,PL,54.0359,19.0266,52.88,55,100,13.2,overcast clouds
556,556,Phichit,TH,16.25,100.4167,71.55,97,74,2.98,broken clouds
557,557,Arecibo,PR,18.4724,-66.7157,81.97,77,19,10.36,few clouds
558,558,Shelburne,CA,44.0787,-80.2041,52.56,65,16,5.08,few clouds
559,559,Paracuru,BR,-3.41,-39.0306,80.11,80,14,11.79,few clouds
560,560,Oeiras,BR,-7.0253,-42.1311,88.99,23,77,4.99,broken clouds
561,561,Lompoc,US,34.6391,-120.4579,81.01,79,75,11.5,broken clouds
562,562,Raga,SS,8.4596,25.678,69.6,95,54,1.14,broken clouds
563,563,Upington,ZA,-28.4478,21.2561,80.98,11,100,9.22,overcast clouds
564,564,Saryozek,KZ,44.3583,77.9753,32.86,63,0,3.58,clear sky
565,565,Hambantota,LK,6.1241,81.1185,77.83,85,100,12.17,overcast clouds
566,566,Kirakira,SB,-10.4544,161.9205,83.41,70,29,4.68,scattered clouds
567,567,Vyyezdnoye,RU,55.3815,43.7864,49.05,90,100,5.01,overcast clouds
568,568,Bud,US,39.447,-86.1758,71.67,44,4,6.49,clear sky
569,569,Whitehorse,CA,60.7161,-135.0538,46.09,57,75,4.61,broken clouds
570,570,Lac Du Bonnet,CA,50.2536,-96.0612,61.39,42,0,10.49,clear sky
571,571,Fort Nelson,CA,58.8053,-122.7002,54.99,28,75,14.97,broken clouds
572,572,Sungaipenuh,ID,-2.0833,101.3833,64.71,93,100,1.5,overcast clouds
573,573,Kisangani,CD,0.5167,25.2,68.85,98,72,0.51,light rain
574,574,Batticaloa,LK,7.7102,81.6924,77.65,86,75,5.26,broken clouds
575,575,Danielskuil,ZA,-28.1887,23.5395,70.12,18,100,10.69,overcast clouds
576,576,Virtsu,EE,58.5716,23.5115,52.99,72,25,25.81,scattered clouds
577,577,Novita,CO,4.9551,-76.6053,75.04,98,98,1.9,overcast clouds
578,578,Littleton,US,39.6133,-105.0166,77.22,20,20,3.0,few clouds
579,579,Daru,PG,-9.0763,143.2092,81.57,82,100,10.27,overcast clouds
580,580,Padilla,CO,3.2204,-76.3139,83.77,86,93,3.2,overcast clouds
581,581,Baruun-Urt,MN,46.6806,113.2792,31.03,33,54,9.04,broken clouds
582,582,Boa Vista,BR,2.8197,-60.6733,80.58,74,40,2.3,scattered clouds
583,583,Chalons-En-Champagne,FR,48.9539,4.3672,58.33,94,99,9.89,overcast clouds
584,584,Adrar,MR,20.5022,-10.0711,90.19,22,19,9.55,few clouds
585,585,Marovoay,MG,-16.1,46.6333,70.05,75,0,3.53,clear sky
586,586,Paita,PE,-5.0892,-81.1144,65.59,81,38,17.69,scattered clouds
